2026-08-22 07:31:08.070 -04:00 [INF] dev env
2026-08-22 07:31:13.451 -04:00 [INF] Starting role seeding...
2026-08-22 07:31:13.503 -04:00 [INF] Role Admin already exists
2026-08-22 07:31:13.510 -04:00 [INF] Role Moderator already exists
2026-08-22 07:31:13.512 -04:00 [INF] Role seeding completed.
2026-08-22 07:31:13.515 -04:00 [INF] Checking for admin user: admin@frenzyzone.com
2026-08-22 07:31:13.787 -04:00 [INF] Admin user already exists: admin@frenzyzone.com
2026-08-22 07:31:13.872 -04:00 [INF] Test users already exist. Skipping test user seeding.
2026-08-22 07:31:24.524 -04:00 [INF] AuthenticationScheme: Identity.External signed out.
2026-08-22 07:31:24.764 -04:00 [INF] HTTP GET /Account/Login responded 200 in 342.8843 ms
2026-08-22 07:31:24.785 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 4.3980 ms
2026-08-22 07:31:24.787 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 4.7098 ms
2026-08-22 07:31:27.419 -04:00 [INF] AuthenticationScheme: Identity.Application signed in.
2026-08-22 07:31:27.423 -04:00 [INF] User admin logged in.
2026-08-22 07:31:27.437 -04:00 [INF] HTTP POST /Account/Login responded 302 in 322.2970 ms
2026-08-22 07:31:27.528 -04:00 [WRN] Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'.
2026-08-22 07:31:27.713 -04:00 [INF] HTTP GET / responded 200 in 265.0898 ms
2026-08-22 07:31:27.736 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 4.6454 ms
2026-08-22 07:31:27.738 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 7.4086 ms
2026-08-22 07:31:27.747 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 3.2966 ms
2026-08-22 07:31:27.778 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 47.5584 ms
2026-08-22 07:31:33.782 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 24.7195 ms
2026-08-22 07:31:39.783 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 23.9266 ms
2026-08-22 07:31:45.780 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 23.8107 ms
2026-08-22 07:31:51.784 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.8948 ms
2026-08-22 07:31:57.783 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 23.4282 ms
2026-08-22 07:32:03.786 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 25.0245 ms
2026-08-22 07:32:09.782 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 19.5134 ms
2026-08-22 07:32:15.783 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 21.1705 ms
2026-08-22 07:32:21.787 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 24.2677 ms
2026-08-22 07:32:27.785 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.1369 ms
2026-08-22 07:32:33.788 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 25.4640 ms
2026-08-22 07:32:39.782 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 15.4577 ms
2026-08-22 07:32:45.793 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 29.3999 ms
2026-08-22 07:32:51.782 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 23.0180 ms
2026-08-22 07:32:57.790 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 23.6041 ms
2026-08-22 07:33:03.782 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.1839 ms
2026-08-22 07:33:09.773 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 16.9428 ms
2026-08-22 07:33:15.788 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.4526 ms
2026-08-22 07:33:21.792 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 24.5162 ms
2026-08-22 07:33:27.785 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.7975 ms
2026-08-22 07:33:33.790 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 25.1941 ms
2026-08-22 07:33:39.785 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 18.5777 ms
2026-08-22 07:33:45.793 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 24.5177 ms
2026-08-22 07:33:51.788 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 20.7751 ms
2026-08-22 07:33:57.785 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 23.0245 ms
2026-08-22 07:34:03.777 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 18.7369 ms
2026-08-22 07:34:08.409 -04:00 [INF] HTTP GET /Admin responded 200 in 294.3429 ms
2026-08-22 07:34:08.428 -04:00 [INF] HTTP GET /css/admin.css responded 304 in 0.7139 ms
2026-08-22 07:34:08.455 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 28.3168 ms
2026-08-22 07:34:25.022 -04:00 [INF] HTTP GET /Gamification responded 200 in 232.6011 ms
2026-08-22 07:34:25.041 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 2.7693 ms
2026-08-22 07:34:25.065 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 27.1078 ms
2026-08-22 07:34:25.067 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 29.4496 ms
2026-08-22 07:34:31.148 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 26.2250 ms
2026-08-22 07:34:37.142 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 21.9581 ms
2026-08-22 07:34:43.127 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 20.3956 ms
2026-08-22 07:34:49.137 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.5358 ms
2026-08-22 07:34:55.180 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 58.7192 ms
2026-08-22 07:35:01.137 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 20.9931 ms
2026-08-22 07:35:07.135 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.1460 ms
2026-08-22 07:35:13.129 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 22.5621 ms
2026-08-22 07:35:19.138 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 20.2043 ms
2026-08-22 07:35:25.128 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.0977 ms
2026-08-22 07:35:31.132 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 24.0526 ms
2026-08-22 07:35:37.130 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.4489 ms
2026-08-22 07:35:43.131 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 23.2255 ms
2026-08-22 07:35:49.131 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 21.6300 ms
2026-08-22 07:35:55.138 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 27.9120 ms
2026-08-22 07:36:01.131 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.5644 ms
2026-08-22 07:36:07.128 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.3797 ms
2026-08-22 07:36:13.132 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 24.1415 ms
2026-08-22 07:36:19.132 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.6077 ms
2026-08-22 07:36:25.130 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 21.8707 ms
2026-08-22 07:36:31.138 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.0931 ms
2026-08-22 07:36:34.681 -04:00 [INF] HTTP GET /Gamification/Leaderboard responded 200 in 199.5019 ms
2026-08-22 07:36:34.700 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 3.1008 ms
2026-08-22 07:36:34.732 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 33.3492 ms
2026-08-22 07:36:34.786 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 88.5295 ms
2026-08-22 07:36:40.834 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.6669 ms
2026-08-22 07:36:46.832 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.7225 ms
2026-08-22 07:36:52.833 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.2579 ms
2026-08-22 07:36:58.834 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.7086 ms
2026-08-22 07:37:04.814 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 16.6702 ms
2026-08-22 07:37:10.837 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.4277 ms
2026-08-22 07:37:16.836 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.6475 ms
2026-08-22 07:37:22.838 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 22.9034 ms
2026-08-22 07:37:28.819 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 20.6587 ms
2026-08-22 07:37:34.832 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 17.3825 ms
2026-08-22 07:37:39.596 -04:00 [INF] HTTP GET /Admin responded 200 in 38.1800 ms
2026-08-22 07:37:39.640 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 26.8147 ms
2026-08-22 07:37:44.141 -04:00 [INF] HTTP GET /Gamification responded 200 in 123.6077 ms
2026-08-22 07:37:44.164 -04:00 [INF] HTTP GET /Gamification responded 200 in 116.8283 ms
2026-08-22 07:37:44.185 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 4.7961 ms
2026-08-22 07:37:44.188 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 7.0079 ms
2026-08-22 07:37:44.209 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 28.4581 ms
2026-08-22 07:37:50.220 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 14.5315 ms
2026-08-22 07:37:56.238 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.8578 ms
2026-08-22 07:38:02.234 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 20.3616 ms
2026-08-22 07:38:08.228 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 18.8171 ms
2026-08-22 07:38:14.232 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 23.4194 ms
2026-08-22 07:38:20.233 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 18.6754 ms
2026-08-22 07:38:26.237 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.1999 ms
2026-08-22 07:38:32.233 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 18.4902 ms
2026-08-22 07:38:38.240 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 22.1508 ms
2026-08-22 07:38:44.241 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.5476 ms
2026-08-22 07:38:50.231 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 17.3280 ms
2026-08-22 07:38:56.239 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 19.3032 ms
2026-08-22 07:39:02.231 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 27.1636 ms
2026-08-22 07:39:08.241 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 21.3253 ms
2026-08-22 07:39:14.243 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.3850 ms
2026-08-22 07:39:20.233 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 17.0812 ms
2026-08-22 07:39:26.226 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 21.6711 ms
2026-08-22 07:39:32.221 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 16.0218 ms
2026-08-22 07:39:38.227 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.5781 ms
2026-08-22 07:39:44.235 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.4639 ms
2026-08-22 07:39:50.224 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 16.9642 ms
2026-08-22 07:39:56.226 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 21.9865 ms
2026-08-22 07:40:02.229 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 21.7601 ms
2026-08-22 07:40:08.231 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 23.6427 ms
2026-08-22 07:40:14.234 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.4211 ms
2026-08-22 07:40:20.225 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 18.1125 ms
2026-08-22 07:40:26.230 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 21.5473 ms
2026-08-22 07:40:32.240 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.9296 ms
2026-08-22 07:40:38.230 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.7772 ms
2026-08-22 07:40:44.230 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 20.1115 ms
2026-08-22 07:40:50.230 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 19.5608 ms
2026-08-22 07:40:56.228 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 18.2243 ms
2026-08-22 07:41:02.230 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 19.7864 ms
2026-08-22 07:41:08.233 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 18.8244 ms
2026-08-22 07:41:14.231 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 18.3160 ms
2026-08-22 07:41:20.242 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 17.6831 ms
2026-08-22 07:41:26.231 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 19.1410 ms
2026-08-22 07:41:32.231 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 16.7463 ms
2026-08-22 07:41:38.229 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 19.8423 ms
2026-08-22 07:41:44.232 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.3661 ms
2026-08-22 07:41:50.240 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 28.0130 ms
2026-08-22 07:41:56.243 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 29.2550 ms
2026-08-22 07:42:02.229 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 15.4533 ms
2026-08-22 07:42:08.255 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 38.0062 ms
2026-08-22 07:42:14.246 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 32.0547 ms
2026-08-22 07:42:20.252 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 35.8098 ms
2026-08-22 07:42:26.244 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 30.4523 ms
2026-08-22 07:42:32.243 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 27.7252 ms
2026-08-22 07:42:38.267 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 56.8872 ms
2026-08-22 07:42:44.227 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 22.1537 ms
2026-08-22 07:42:50.232 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 16.4660 ms
2026-08-22 07:42:56.236 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.2422 ms
2026-08-22 07:43:02.239 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 18.6565 ms
2026-08-22 07:43:08.223 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 18.7706 ms
2026-08-22 07:43:14.224 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 18.0649 ms
2026-08-22 07:43:20.222 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 17.2894 ms
2026-08-22 07:43:26.235 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 18.8125 ms
2026-08-22 07:43:32.224 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 17.6559 ms
2026-08-22 07:43:38.238 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 18.8735 ms
2026-08-22 07:43:44.233 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 28.9496 ms
2026-08-22 07:43:50.236 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 30.7429 ms
2026-08-22 07:43:56.230 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 20.4568 ms
2026-08-22 07:44:02.225 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 20.5233 ms
2026-08-22 07:44:08.226 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 20.6457 ms
2026-08-22 07:44:14.225 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 18.0603 ms
2026-08-22 07:44:20.237 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 15.1910 ms
2026-08-22 07:44:26.234 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 22.9694 ms
2026-08-22 07:44:32.231 -04:00 [INF] HTTP POST /ads/impression/10 responded 200 in 17.8656 ms
2026-08-22 07:44:38.228 -04:00 [INF] HTTP POST /ads/impression/2 responded 200 in 19.7893 ms
2026-08-22 07:49:01.983 -04:00 [INF] dev env
2026-08-22 07:49:07.054 -04:00 [INF] Starting role seeding...
2026-08-22 07:49:07.108 -04:00 [INF] Role Admin already exists
2026-08-22 07:49:07.114 -04:00 [INF] Role Moderator already exists
2026-08-22 07:49:07.116 -04:00 [INF] Role seeding completed.
2026-08-22 07:49:07.119 -04:00 [INF] Checking for admin user: admin@frenzyzone.com
2026-08-22 07:49:07.426 -04:00 [INF] Admin user already exists: admin@frenzyzone.com
2026-08-22 07:49:07.549 -04:00 [INF] Test users already exist. Skipping test user seeding.
2026-08-22 07:49:07.563 -04:00 [INF] Likes and messages already exist. Skipping.
2026-08-22 07:49:07.641 -04:00 [INF] Subscription Status Updater Service is starting.
2026-08-22 07:49:07.801 -04:00 [WRN] Overriding address(es) 'http://localhost:9001'. Binding to endpoints defined via IConfiguration and/or UseKestrel() instead.
2026-08-22 07:49:08.329 -04:00 [WRN] Failed to determine the https port for redirect.
2026-08-22 07:49:08.940 -04:00 [WRN] Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'.
2026-08-22 07:49:10.021 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 26.5905 ms
2026-08-22 07:49:10.021 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 15.1920 ms
2026-08-22 07:49:10.039 -04:00 [INF] HTTP GET / responded 200 in 1721.5762 ms
2026-08-22 07:49:10.156 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 19.2756 ms
2026-08-22 07:49:10.180 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 46.7916 ms
2026-08-22 07:49:16.386 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 158.0453 ms
2026-08-22 07:49:19.774 -04:00 [INF] AuthenticationScheme: Identity.External signed out.
2026-08-22 07:49:19.774 -04:00 [INF] AuthenticationScheme: Identity.External signed out.
2026-08-22 07:49:20.037 -04:00 [INF] HTTP GET /Account/Login responded 200 in 323.0349 ms
2026-08-22 07:49:20.037 -04:00 [INF] HTTP GET /Account/Login responded 200 in 357.2041 ms
2026-08-22 07:49:20.058 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 4.7265 ms
2026-08-22 07:49:20.059 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 5.7668 ms
2026-08-22 07:49:22.344 -04:00 [INF] AuthenticationScheme: Identity.Application signed in.
2026-08-22 07:49:22.347 -04:00 [INF] User admin logged in.
2026-08-22 07:49:22.355 -04:00 [INF] HTTP POST /Account/Login responded 302 in 317.7955 ms
2026-08-22 07:49:22.446 -04:00 [WRN] Compiling a query which loads related collections for more than one collection navigation, either via 'Include' or through projection, but no 'QuerySplittingBehavior' has been configured. By default, Entity Framework will use 'QuerySplittingBehavior.SingleQuery', which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'.
2026-08-22 07:49:22.620 -04:00 [INF] HTTP GET / responded 200 in 253.6667 ms
2026-08-22 07:49:22.639 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 4.9350 ms
2026-08-22 07:49:22.645 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 8.8869 ms
2026-08-22 07:49:22.648 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 2.9052 ms
2026-08-22 07:49:22.696 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 61.6380 ms
2026-08-22 07:49:27.683 -04:00 [INF] HTTP GET /Admin responded 200 in 271.2087 ms
2026-08-22 07:49:27.729 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 30.7302 ms
2026-08-22 07:49:29.852 -04:00 [INF] HTTP GET /Admin/Gamification/Badges responded 200 in 105.1003 ms
2026-08-22 07:49:29.896 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 27.0963 ms
2026-08-22 07:51:14.101 -04:00 [INF] HTTP GET /Admin/Bans responded 200 in 120.2606 ms
2026-08-22 07:51:14.189 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 73.7604 ms
2026-08-22 07:51:16.747 -04:00 [INF] HTTP GET /Admin/Gamification/Badges responded 200 in 36.3736 ms
2026-08-22 07:51:16.784 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 22.9445 ms
2026-08-22 07:51:24.152 -04:00 [INF] HTTP GET /Admin/TemplateNav responded 200 in 139.7094 ms
2026-08-22 07:51:24.209 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 52.6911 ms
2026-08-22 07:51:50.860 -04:00 [INF] HTTP GET /Admin/TemplateNav responded 200 in 50.7871 ms
2026-08-22 07:51:50.901 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 24.7173 ms
2026-08-22 07:52:04.478 -04:00 [INF] HTTP GET / responded 200 in 156.0786 ms
2026-08-22 07:52:04.500 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 4.0855 ms
2026-08-22 07:52:04.509 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 2.5525 ms
2026-08-22 07:52:04.512 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 2.7383 ms
2026-08-22 07:52:04.524 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 28.6865 ms
2026-08-22 07:52:10.574 -04:00 [INF] HTTP POST /ads/impression/6 responded 200 in 26.3734 ms
2026-08-22 07:52:13.678 -04:00 [INF] HTTP GET /Admin responded 200 in 37.7545 ms
2026-08-22 07:52:13.715 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 22.6602 ms
2026-08-22 07:52:21.841 -04:00 [INF] HTTP GET / responded 200 in 117.9397 ms
2026-08-22 07:52:21.859 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 3.5876 ms
2026-08-22 07:52:21.859 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 3.0100 ms
2026-08-22 07:52:21.868 -04:00 [INF] HTTP GET /images/user.svg responded 404 in 3.0100 ms
2026-08-22 07:52:21.887 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 31.8895 ms
2026-08-22 07:52:26.565 -04:00 [INF] HTTP GET /Gamification/Leaderboard responded 200 in 184.6951 ms
2026-08-22 07:52:26.587 -04:00 [INF] HTTP GET /_framework/blazor.server.js responded 404 in 2.8070 ms
2026-08-22 07:52:26.587 -04:00 [INF] HTTP GET /lib/bootstrap-icons/css/bootstrap-icons.min.css responded 404 in 4.3744 ms
2026-08-22 07:52:26.607 -04:00 [INF] HTTP GET /Account/GetProfilePicture responded 200 in 24.0335 ms
2026-08-22 07:52:32.300 -04:00 [INF] HTTP GET /Gamification responded 200 in 211.0447 ms
